,benefit_citation,year,benefit_country,benefit_n,benefit_type,benefit_net,benefit_currency,benefit_healthorprod,benefit_healthorprod_details,benefit_location,benefit_pollutant,benefit_pollutant_details,benefit_pollutant_old,benefit_mortalityincluded (1=yes),benefit_mortality_details,benefit_elevated,benefit_descriptionofelevatedconcentration,benefit_studytype,benefit_notes,benefit_model or experiment,benefit_model_inputs_list,benefit_studydetails,benefit_specificlocation,benefit_metric_details,benefit_descriptionofscenarios,benefit_officerezschool,benefit_errorbars,benefit_costs_considered,FACTOR,Country Name,ppp,combinedfactor,netnew
118,"Beko, 2007",2007,United States,9,filtration,10.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,15.100678097662456
119,"Beko, 2007",2007,United States,9,filtration,10.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,15.100678097662456
120,"Beko, 2007",2007,United States,9,filtration,19.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,28.691288385558668
121,"Beko, 2007",2007,United States,9,filtration,19.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,28.691288385558668
122,"Beko, 2007",2007,United States,9,filtration,19.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,28.691288385558668
123,"Beko, 2007",2007,United States,9,filtration,19.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,28.691288385558668
124,"Beko, 2007",2007,United States,9,filtration,19.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,28.691288385558668
125,"Beko, 2007",2007,United States,9,filtration,19.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,28.691288385558668
126,"Beko, 2007",2007,United States,9,filtration,19.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,28.691288385558668
127,"Beko, 2007",2007,United States,9,filtration,19.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,28.691288385558668
128,"Beko, 2007",2007,United States,9,filtration,19.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,28.691288385558668
129,"Beko, 2007",2007,United States,9,filtration,19.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,28.691288385558668
130,"Beko, 2007",2007,United States,9,filtration,19.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,28.691288385558668
131,"Beko, 2007",2007,United States,9,filtration,19.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,28.691288385558668
132,"Beko, 2007",2007,United States,9,filtration,28.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,42.281898673454876
133,"Beko, 2007",2007,United States,9,filtration,28.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,42.281898673454876
134,"Beko, 2007",2007,United States,9,filtration,28.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,42.281898673454876
135,"Beko, 2007",2007,United States,9,filtration,28.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,42.281898673454876
136,"Beko, 2007",2007,United States,9,filtration,28.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,42.281898673454876
137,"Beko, 2007",2007,United States,9,filtration,28.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,42.281898673454876
138,"Beko, 2007",2007,United States,9,filtration,28.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,42.281898673454876
139,"Beko, 2007",2007,United States,9,filtration,28.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,42.281898673454876
140,"Beko, 2007",2007,United States,9,filtration,28.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,42.281898673454876
141,"Beko, 2007",2007,United States,9,filtration,28.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,42.281898673454876
142,"Beko, 2007",2007,United States,9,filtration,28.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,42.281898673454876
143,"Beko, 2007",2007,United States,9,filtration,28.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,42.281898673454876
144,"Beko, 2007",2007,United States,9,filtration,12.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,18.12081371719495
145,"Beko, 2007",2007,United States,9,filtration,12.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,18.12081371719495
146,"Beko, 2007",2007,United States,9,filtration,12.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,18.12081371719495
