,benefit_citation,year,benefit_country,benefit_n,benefit_type,benefit_net,benefit_currency,benefit_healthorprod,benefit_healthorprod_details,benefit_location,benefit_pollutant,benefit_pollutant_details,benefit_pollutant_old,benefit_mortalityincluded (1=yes),benefit_mortality_details,benefit_elevated,benefit_descriptionofelevatedconcentration,benefit_studytype,benefit_notes,benefit_model or experiment,benefit_model_inputs_list,benefit_studydetails,benefit_specificlocation,benefit_metric_details,benefit_descriptionofscenarios,benefit_officerezschool,benefit_errorbars,benefit_costs_considered,FACTOR,Country Name,ppp,combinedfactor,netnew
70,"Beko, 2007",2007,United States,9,filtration,28.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,42.281898673454876
71,"Beko, 2007",2007,United States,9,filtration,28.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,42.281898673454876
72,"Beko, 2007",2007,United States,9,filtration,12.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,18.12081371719495
73,"Beko, 2007",2007,United States,9,filtration,12.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,18.12081371719495
74,"Beko, 2007",2007,United States,9,filtration,12.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,18.12081371719495
75,"Beko, 2007",2007,United States,9,filtration,12.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,18.12081371719495
76,"Beko, 2007",2007,United States,9,filtration,12.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,18.12081371719495
77,"Beko, 2007",2007,United States,9,filtration,12.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,18.12081371719495
78,"Beko, 2007",2007,United States,9,filtration,12.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,18.12081371719495
79,"Beko, 2007",2007,United States,9,filtration,12.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,18.12081371719495
80,"Beko, 2007",2007,United States,9,filtration,12.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,18.12081371719495
81,"Beko, 2007",2007,United States,9,filtration,12.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,18.12081371719495
82,"Beko, 2007",2007,United States,9,filtration,12.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,18.12081371719495
83,"Beko, 2007",2007,United States,9,filtration,12.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,18.12081371719495
84,"Beko, 2007",2007,United States,9,filtration,23.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,34.73155962462365
85,"Beko, 2007",2007,United States,9,filtration,23.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,34.73155962462365
86,"Beko, 2007",2007,United States,9,filtration,23.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,34.73155962462365
87,"Beko, 2007",2007,United States,9,filtration,23.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,34.73155962462365
88,"Beko, 2007",2007,United States,9,filtration,23.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,34.73155962462365
89,"Beko, 2007",2007,United States,9,filtration,23.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,34.73155962462365
90,"Beko, 2007",2007,United States,9,filtration,23.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,34.73155962462365
91,"Beko, 2007",2007,United States,9,filtration,23.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,34.73155962462365
92,"Beko, 2007",2007,United States,9,filtration,23.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,34.73155962462365
93,"Beko, 2007",2007,United States,9,filtration,23.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,34.73155962462365
94,"Beko, 2007",2007,United States,9,filtration,23.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,34.73155962462365
95,"Beko, 2007",2007,United States,9,filtration,23.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,"The costs associated with a filtration system include the initial purchase of the filters, racks and fans, as well as the annual costs for energy and maintenance. We have not included the cost for filtration housing and the incremental cost of a larger central air unit to handle the increased static pressure due to the presence of filters as well as increased cooling coil capacity to address additional heat from the larger air handler. We have simply focused on the annual running costs and compared them with the annual benefits. The annual running costs associated with fibrous bag filters include their replacement (new filters, labor, disposal of old filters) and power consumption resulting from the energy needed to move air through the filters. Costs were taken from Camfil Farrs publicly available
Life Cycle Cost software ",1.5100678097662457,United States,1.0,1.5100678097662457,34.73155962462365
96,"Beko, 2007",2007,United States,9,filtration,34.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,,1.5100678097662457,United States,1.0,1.5100678097662457,51.34230553205235
97,"Beko, 2007",2007,United States,9,filtration,34.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,,1.5100678097662457,United States,1.0,1.5100678097662457,51.34230553205235
98,"Beko, 2007",2007,United States,9,filtration,34.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,,1.5100678097662457,United States,1.0,1.5100678097662457,51.34230553205235
99,"Beko, 2007",2007,United States,9,filtration,34.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,,1.5100678097662457,United States,1.0,1.5100678097662457,51.34230553205235
100,"Beko, 2007",2007,United States,9,filtration,34.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,,1.5100678097662457,United States,1.0,1.5100678097662457,51.34230553205235
101,"Beko, 2007",2007,United States,9,filtration,34.0,,both,or just health?,office,PM10,,pm,1.0,The decline of the annual mortality rate in our standard office building resulting from the addition of particle filtration was estimated as decline of mortality = (indoor PM10 decrease)/10 x (C-R function) x (annual average mortality rate per person) x number of occupants,0.0,,,,,,,,"YLL per death was calculated from the WHO report 2002 for the AMR-A subregion, which includes CAnada, US, and Cuda.",,,,,1.5100678097662457,United States,1.0,1.5100678097662457,51.34230553205235
