benefit_citation,benefit_year,benefit_country,benefit_n,benefit_type,benefit_net,benefit_currency,pop,MUST SOLVE,benefit_healthorprod,benefit_healthorprod_details,duration (years),benefit_location,benefit_pollutant,benefit_pollutant_details,benefit_pollutant_old,Intervention 1 pollutant,explaining column to left,discussion: breakdown of benefits,benefit_mortalityincluded (1=yes),benefit_mortality_details,horizon (years),column explaining left ,benefit_elevated,benefit_descriptionofelevatedconcentration,benefit_studytype,benefit_notes,Title,Complete,Time to complete,benefit_model or experiment,benefit_model_inputs_list,benefit_studydetails,n=,benefit_specificlocation,EDI,scope of model,metric,benefit_metric_details,benefit_descriptionofscenarios,,benefit_officerezschool,typeoriginal,benefit_errorbars,breakdown,CNY per person per yar,1units,1intervention,2type,2net,2error,2units,2healthproductivityboth,2intervention,3type,3net,3error,3units,3healthproductivityboth,3intervention,4type,Intervention 4 Net Benefit,name1,amount1 (US million),name2,amount2,name3,amount3,name4,amount4,name5,amount5,name6,amount6,name7,amount7,name8,amount8,Units,"productivity, health, or both",description of intervention,"Intervention 5 approach (filtration, ventilation, source control)",Intervention 5 Net Benefit,Units,"productivity, health, or both",description of intervention,"Intervention 6 approach (filtration, ventilation, source control)",Intervention 6 Net Benefit,Units,"productivity, health, or both",description of intervention,"Intervention 7 approach (filtration, ventilation, source control)",Intervention 7 Net Benefit,Units,"productivity, health, or both",description of intervention,"Intervention 8 approach (filtration, ventilation, source control)",Intervention 8 Net Benefit,Units,"productivity, health, or both",description of intervention,"Intervention 9 approach (filtration, ventilation, source control)",Intervention 9 Net Benefit,Units,"productivity, health, or both",description of intervention,1breakdown,Intervention 1 description,intervention summary,Benefit/cost,benefit_costs_considered,Intervention 1 Cost,Internvention 1 Cost Description,Intervention 1 Productivity Benefit,Intervention 1 Productivity Benefit Description,Intervention 1 Health Benefit,Intervention 1 Health Benefit Description,Intervention 2 description,Intervention 2 pollutant,Intervention 2 Cost,Internvention 2 Cost Description,Intervention 2 Productivity Benefit,Intervention 2 Productivity Benefit Description,Intervention 2 Health Benefit,Intervention 2 Health Benefit Description,Intervention 3 description,Intervention 3 pollutant,Intervention 3 Cost,Internvention 3 Cost Description,Intervention 3 Productivity Benefit,Intervention 3 Productivity Benefit Description,Intervention 3 Health Benefit,Intervention 3 Health Benefit Description,Intervention 4 description,Intervention 4 pollutant,Intervention 4 Cost,Internvention 4 Cost Description,Intervention 4 Productivity Benefit,Intervention 4 Productivity Benefit Description,Intervention 4 Health Benefit,Intervention 4 Health Benefit Description,Intervention 5 description,Intervention 5 pollutant,Intervention 5 Cost,Internvention 5 Cost Description,Intervention 5 Productivity Benefit,Intervention 5 Productivity Benefit Description,Intervention 5 Health Benefit,Intervention 5 Health Benefit Description,Intervention 6 description,Intervention 6 pollutant,Intervention 6 Cost,Internvention 6 Cost Description,Intervention 6 Productivity Benefit,Intervention 6 Productivity Benefit Description,Intervention 6 Health Benefit,Intervention 6 Health Benefit Description,details on intervention,"health impacts/direct impacts (specific health outcomes, asthma, biomarkers, cardiovascular visits to hospital, respiratory visits, allergies)","description/details on health impacts (asthma exacerbation, asthma puffer use, etc.)","non-specific impacts/Indirect (productivity, absenteesim, cognitive function, SBS)",details on non-specific/indirect,Benefit of health results,Net benefit of health Results,costs considered (,Cost amount,Cost details,benefits of avoided productivity losses (standardized language),Net benefit of avoided productivity loss,Net benefits of the intervention (health and productivity combined),interesting notes (just text),discussion,more dicussion,conclusions,,,,
"Fisk & Chan, 2016",2016,United States,6,combination,9,,,,health,,1,residential,multiple,,pm,PM2.5 (from wildfires),,,,,,,1,wildfire smoke,model ,,Health bene?ts and costs of ?ltration interventions that reduceindoor exposure to PM2.5 during wild?res,,,,,mass balance models,,Southern California,,homes in six southern California counties,,,,,residential,venitlation and filtration,,CHECK TIMELINE,192,,forced air fan operated continuously and filter upgraded to high efficiency filter (MERV 12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(baseline is that homes don't have mechanical ventilation--just infiltration). In the ?rst baseline (B1), the home has an intermit-tently operating central forced air heating and coolingsystem with a typical low-e?ciency particle ?lter. In interven-tion 1 (i1), the forced air heating and air conditioningsystem fan is operated continuously during the periodof wild?re smoke exposure with no change in the type of ?lter in the system.",,,,$110 ,HVAC incremental energy costs,,,$171 M,reducedhospital admissions and premature deaths," In i2, the forced-air fan is oper-ated continuously and the ?lter is upgraded to a high-e?ciency ?lter. For interventions i2, i3, and i5, we assumed use of ahigher e?ciency ?lter, with a Minimum E?ciencyReporting Value (MERV) rating of 12, in the forcedair systems of homes. Based on estimates of the extentof air leakage around ?lters in residential forced airsystems, Vershaw et al. (2009) estimated that thee?ective Initial E?ciency Reporting Value (IERV) ofIERV 11 ?lters is typically reduced by three units toIERV 8. The IERV value is the MERV value of a clean(unused) ?lter. ",,,,,,,,". In i3, the ?lter is upgraded to a highe?ciency ?lter but the forced air system operates in itsnormal intermittent mode.",,,,,,,,"In i4, a portable air cleanerwith fan and particle ?lter is operated in the home dur-ing the period of wild?re smoke exposure and theforced air heating and air conditioning system fanoperates continuously with no ?lter system upgrade.  Forinterventions i4 through i6, a portable fan ?lter unitwith HEPA ?lter is operated.",,,,,,,,"Ini5, a portable fan ?lter unit is operated in the homeduring wild?re smoke exposure, the forced air heatingand air conditioning system fan operates continuously,and the ?lter in the forced-air system is upgraded to ahigh e?ciency ?lter",,,,,,,," Intervention i6 uses B2 as the ref-erence. In i6, a portable fan ?lter unit is operated in thehome during the period of wild?re smoke exposureand the home has no forced air system with ?ltration. Inthe second baseline (B2), the home has no centralforced air system. ",,,,,,,,,,,,,,,,,,,,,Also conisdered exposure in other buildings than homes nad in vehicles,"The fraction of the population with an admission attributableto wild?re smoke is small, thus, the costs of interventions in all homes farexceeds the economic bene?ts of reduced hospital admissions. However, theestimated economic value of the prevented deaths exceed or far exceedintervention costs for interventions that do not use portable air cleaners. For theinterventions with portable air cleaner use, mortality-related economic bene?tsexceed intervention costs as long as the cost of the air cleaners, which have amulti-year life, are not attributed to the short wild?re period. Cost e?ectivenessis improved by intervening only in the homes of the elderly who experience mostof the health e?ects of particles from wild?res.",,,,,,
"Fisk & Chan, 2016",2016,United States,6,combination,2.5,,,,health,,1,residential,multiple,,pm,PM2.5 (from wildfires),,,,,,,1,wildfire smoke,model ,,Health bene?ts and costs of ?ltration interventions that reduceindoor exposure to PM2.5 during wild?res,,,,,mass balance models,,Southern California,,homes in six southern California counties,,,,,residential,venitlation and filtration,,CHECK TIMELINE,53,,MERV 13 filter; forced air fan operates in normal intermittent mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(baseline is that homes don't have mechanical ventilation--just infiltration). In the ?rst baseline (B1), the home has an intermit-tently operating central forced air heating and coolingsystem with a typical low-e?ciency particle ?lter. In interven-tion 1 (i1), the forced air heating and air conditioningsystem fan is operated continuously during the periodof wild?re smoke exposure with no change in the type of ?lter in the system.",,,,$110 ,HVAC incremental energy costs,,,$171 M,reducedhospital admissions and premature deaths," In i2, the forced-air fan is oper-ated continuously and the ?lter is upgraded to a high-e?ciency ?lter. For interventions i2, i3, and i5, we assumed use of ahigher e?ciency ?lter, with a Minimum E?ciencyReporting Value (MERV) rating of 12, in the forcedair systems of homes. Based on estimates of the extentof air leakage around ?lters in residential forced airsystems, Vershaw et al. (2009) estimated that thee?ective Initial E?ciency Reporting Value (IERV) ofIERV 11 ?lters is typically reduced by three units toIERV 8. The IERV value is the MERV value of a clean(unused) ?lter. ",,,,,,,,". In i3, the ?lter is upgraded to a highe?ciency ?lter but the forced air system operates in itsnormal intermittent mode.",,,,,,,,"In i4, a portable air cleanerwith fan and particle ?lter is operated in the home dur-ing the period of wild?re smoke exposure and theforced air heating and air conditioning system fanoperates continuously with no ?lter system upgrade.  Forinterventions i4 through i6, a portable fan ?lter unitwith HEPA ?lter is operated.",,,,,,,,"Ini5, a portable fan ?lter unit is operated in the homeduring wild?re smoke exposure, the forced air heatingand air conditioning system fan operates continuously,and the ?lter in the forced-air system is upgraded to ahigh e?ciency ?lter",,,,,,,," Intervention i6 uses B2 as the ref-erence. In i6, a portable fan ?lter unit is operated in thehome during the period of wild?re smoke exposureand the home has no forced air system with ?ltration. Inthe second baseline (B2), the home has no centralforced air system. ",,,,,,,,,,,,,,,,,,,,,Also conisdered exposure in other buildings than homes nad in vehicles,"The fraction of the population with an admission attributableto wild?re smoke is small, thus, the costs of interventions in all homes farexceeds the economic bene?ts of reduced hospital admissions. However, theestimated economic value of the prevented deaths exceed or far exceedintervention costs for interventions that do not use portable air cleaners. For theinterventions with portable air cleaner use, mortality-related economic bene?tsexceed intervention costs as long as the cost of the air cleaners, which have amulti-year life, are not attributed to the short wild?re period. Cost e?ectivenessis improved by intervening only in the homes of the elderly who experience mostof the health e?ects of particles from wild?res.",,,,,,
"Fisk & Chan, 2016",2016,United States,6,combination,-69,,,,health,,1,residential,multiple,,pm,PM2.5 (from wildfires),,,,,,,1,wildfire smoke,model ,,Health bene?ts and costs of ?ltration interventions that reduceindoor exposure to PM2.5 during wild?res,,,,,mass balance models,,Southern California,,homes in six southern California counties,,,,,residential,venitlation and filtration,,CHECK TIMELINE,-1436,,PAC with HEPA; and forced air system operates continuously with no filter upgrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(baseline is that homes don't have mechanical ventilation--just infiltration). In the ?rst baseline (B1), the home has an intermit-tently operating central forced air heating and coolingsystem with a typical low-e?ciency particle ?lter. In interven-tion 1 (i1), the forced air heating and air conditioningsystem fan is operated continuously during the periodof wild?re smoke exposure with no change in the type of ?lter in the system.",,,,$110 ,HVAC incremental energy costs,,,$171 M,reducedhospital admissions and premature deaths," In i2, the forced-air fan is oper-ated continuously and the ?lter is upgraded to a high-e?ciency ?lter. For interventions i2, i3, and i5, we assumed use of ahigher e?ciency ?lter, with a Minimum E?ciencyReporting Value (MERV) rating of 12, in the forcedair systems of homes. Based on estimates of the extentof air leakage around ?lters in residential forced airsystems, Vershaw et al. (2009) estimated that thee?ective Initial E?ciency Reporting Value (IERV) ofIERV 11 ?lters is typically reduced by three units toIERV 8. The IERV value is the MERV value of a clean(unused) ?lter. ",,,,,,,,". In i3, the ?lter is upgraded to a highe?ciency ?lter but the forced air system operates in itsnormal intermittent mode.",,,,,,,,"In i4, a portable air cleanerwith fan and particle ?lter is operated in the home dur-ing the period of wild?re smoke exposure and theforced air heating and air conditioning system fanoperates continuously with no ?lter system upgrade.  Forinterventions i4 through i6, a portable fan ?lter unitwith HEPA ?lter is operated.",,,,,,,,"Ini5, a portable fan ?lter unit is operated in the homeduring wild?re smoke exposure, the forced air heatingand air conditioning system fan operates continuously,and the ?lter in the forced-air system is upgraded to ahigh e?ciency ?lter",,,,,,,," Intervention i6 uses B2 as the ref-erence. In i6, a portable fan ?lter unit is operated in thehome during the period of wild?re smoke exposureand the home has no forced air system with ?ltration. Inthe second baseline (B2), the home has no centralforced air system. ",,,,,,,,,,,,,,,,,,,,,Also conisdered exposure in other buildings than homes nad in vehicles,"The fraction of the population with an admission attributableto wild?re smoke is small, thus, the costs of interventions in all homes farexceeds the economic bene?ts of reduced hospital admissions. However, theestimated economic value of the prevented deaths exceed or far exceedintervention costs for interventions that do not use portable air cleaners. For theinterventions with portable air cleaner use, mortality-related economic bene?tsexceed intervention costs as long as the cost of the air cleaners, which have amulti-year life, are not attributed to the short wild?re period. Cost e?ectivenessis improved by intervening only in the homes of the elderly who experience mostof the health e?ects of particles from wild?res.",,,,,,
"Fisk & Chan, 2016",2016,United States,6,combination,-66,,,,health,,1,residential,multiple,,pm,PM2.5 (from wildfires),,"Ini5, a portable fan ?lter unit is operated in the homeduring wild?re smoke exposure, the forced air heatingand air conditioning system fan operates continuously,and the ?lter in the forced-air system is upgraded to ahigh e?ciency ?lter",,,,,1,wildfire smoke,model ,,Health bene?ts and costs of ?ltration interventions that reduceindoor exposure to PM2.5 during wild?res,,,,,mass balance models,,Southern California,,homes in six southern California counties,,,,,residential,venitlation and filtration,,CHECK TIMELINE,-1388,,MERV 13 continuous operation AND PAC with HEPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(baseline is that homes don't have mechanical ventilation--just infiltration). In the ?rst baseline (B1), the home has an intermit-tently operating central forced air heating and coolingsystem with a typical low-e?ciency particle ?lter. In interven-tion 1 (i1), the forced air heating and air conditioningsystem fan is operated continuously during the periodof wild?re smoke exposure with no change in the type of ?lter in the system.",,,,$110 ,HVAC incremental energy costs,,,$171 M,reducedhospital admissions and premature deaths," In i2, the forced-air fan is oper-ated continuously and the ?lter is upgraded to a high-e?ciency ?lter. For interventions i2, i3, and i5, we assumed use of ahigher e?ciency ?lter, with a Minimum E?ciencyReporting Value (MERV) rating of 12, in the forcedair systems of homes. Based on estimates of the extentof air leakage around ?lters in residential forced airsystems, Vershaw et al. (2009) estimated that thee?ective Initial E?ciency Reporting Value (IERV) ofIERV 11 ?lters is typically reduced by three units toIERV 8. The IERV value is the MERV value of a clean(unused) ?lter. ",,,,,,,,". In i3, the ?lter is upgraded to a highe?ciency ?lter but the forced air system operates in itsnormal intermittent mode.",,,,,,,,"In i4, a portable air cleanerwith fan and particle ?lter is operated in the home dur-ing the period of wild?re smoke exposure and theforced air heating and air conditioning system fanoperates continuously with no ?lter system upgrade.  Forinterventions i4 through i6, a portable fan ?lter unitwith HEPA ?lter is operated.",,,,,,,,"Ini5, a portable fan ?lter unit is operated in the homeduring wild?re smoke exposure, the forced air heatingand air conditioning system fan operates continuously,and the ?lter in the forced-air system is upgraded to ahigh e?ciency ?lter",,,,,,,," Intervention i6 uses B2 as the ref-erence. In i6, a portable fan ?lter unit is operated in thehome during the period of wild?re smoke exposureand the home has no forced air system with ?ltration. Inthe second baseline (B2), the home has no centralforced air system. ",,,,,,,,,,,,,,,,,,,,,Also conisdered exposure in other buildings than homes nad in vehicles,"The fraction of the population with an admission attributableto wild?re smoke is small, thus, the costs of interventions in all homes farexceeds the economic bene?ts of reduced hospital admissions. However, theestimated economic value of the prevented deaths exceed or far exceedintervention costs for interventions that do not use portable air cleaners. For theinterventions with portable air cleaner use, mortality-related economic bene?tsexceed intervention costs as long as the cost of the air cleaners, which have amulti-year life, are not attributed to the short wild?re period. Cost e?ectivenessis improved by intervening only in the homes of the elderly who experience mostof the health e?ects of particles from wild?res.",,,,,,
"Fisk & Chan, 2016",2016,United States,6,filtration ,-65,,,,health,,1,residential,multiple,,pm,PM2.5 (from wildfires),,,,,,,1,wildfire smoke,model ,,Health bene?ts and costs of ?ltration interventions that reduceindoor exposure to PM2.5 during wild?res,,,,,mass balance models,,Southern California,,homes in six southern California counties,,,,,residential,filtration ,,CHECK TIMELINE,-1354,,PAC with HEPA; no central forced air system (baseline has no central forced air system too),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In i6, a portable fan ?lter unit is operated in thehome during the period of wild?re smoke exposureand the home has no forced air system with ?ltration. Inthe second baseline (B2), the home has no centralforced air system.","(baseline is that homes don't have mechanical ventilation--just infiltration). In the ?rst baseline (B1), the home has an intermit-tently operating central forced air heating and coolingsystem with a typical low-e?ciency particle ?lter. In interven-tion 1 (i1), the forced air heating and air conditioningsystem fan is operated continuously during the periodof wild?re smoke exposure with no change in the type of ?lter in the system.",,,,$110 ,HVAC incremental energy costs,,,$171 M,reducedhospital admissions and premature deaths," In i2, the forced-air fan is oper-ated continuously and the ?lter is upgraded to a high-e?ciency ?lter. For interventions i2, i3, and i5, we assumed use of ahigher e?ciency ?lter, with a Minimum E?ciencyReporting Value (MERV) rating of 12, in the forcedair systems of homes. Based on estimates of the extentof air leakage around ?lters in residential forced airsystems, Vershaw et al. (2009) estimated that thee?ective Initial E?ciency Reporting Value (IERV) ofIERV 11 ?lters is typically reduced by three units toIERV 8. The IERV value is the MERV value of a clean(unused) ?lter. ",,,,,,,,". In i3, the ?lter is upgraded to a highe?ciency ?lter but the forced air system operates in itsnormal intermittent mode.",,,,,,,,"In i4, a portable air cleanerwith fan and particle ?lter is operated in the home dur-ing the period of wild?re smoke exposure and theforced air heating and air conditioning system fanoperates continuously with no ?lter system upgrade.  Forinterventions i4 through i6, a portable fan ?lter unitwith HEPA ?lter is operated.",,,,,,,,"Ini5, a portable fan ?lter unit is operated in the homeduring wild?re smoke exposure, the forced air heatingand air conditioning system fan operates continuously,and the ?lter in the forced-air system is upgraded to ahigh e?ciency ?lter",,,,,,,," Intervention i6 uses B2 as the ref-erence. In i6, a portable fan ?lter unit is operated in thehome during the period of wild?re smoke exposureand the home has no forced air system with ?ltration. Inthe second baseline (B2), the home has no centralforced air system. ",,,,,,,,,,,,,,,,,,,,,Also conisdered exposure in other buildings than homes nad in vehicles,"The fraction of the population with an admission attributableto wild?re smoke is small, thus, the costs of interventions in all homes farexceeds the economic bene?ts of reduced hospital admissions. However, theestimated economic value of the prevented deaths exceed or far exceedintervention costs for interventions that do not use portable air cleaners. For theinterventions with portable air cleaner use, mortality-related economic bene?tsexceed intervention costs as long as the cost of the air cleaners, which have amulti-year life, are not attributed to the short wild?re period. Cost e?ectivenessis improved by intervening only in the homes of the elderly who experience mostof the health e?ects of particles from wild?res.",,,,,,
"Guerriero et al., 2016",2016,United Kingdom,2,source control,186,,,,health,,10,school,NO2,CHECK SI TO SEE IF OTHERR POLL,nox,NO2,,,,,,,0,none,damage function analytical framework,removed children's willingness to pay,The economic benefits of reducing the levels of nitrogen dioxide (NO2) near primary schools: The case of London,Y,,model ,,"Using environmental and health data collected in primary schools in London, this study estimates that, on average, 82 asthma exacerbations per school can be averted each year by reducing outdoor NO2 concentrations. The study expands upon previous analyses in two ways: first it assesses the health benefits of reducing children’s exposure to indoor NO2 while at school, second it considers the children’s perspective in the economic evaluation. Using a willingness to pay approach, the study quantifies that the monetary benefits of reducing children’s indoor NO2 exposure while at school would range between £2.5 k per school if a child’s perspective based on child’s budget is adopted up to £60 k if a parent’s perspective is considered.",,"London, UK",,376 students of 432 participated in the baseline and follow-up study,Willingness to Pay,,,,school,source control,,ERROR BARS ARE HUGE - LEAVE THEM OFF THE PAGE,144 - parents preferences (pounds),,NO2 source control (traffic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£49,783 or £59,740 or £2485 (different willingness to pay appraoches)- 376 students  per person; mean number of pupils, but that's not clarified - 376",reduce NO2 near schools,,"£49,783 or £59,740 or £2485 (different willingness to pay appraoches)",,,,,,"£49,783 or £59,740 or £2485 (different willingness to pay appraoches)","Willingness to Pay. The monetary
value of future health benefits are discounted using a 3.5% discount
rate as recommended by the UK Treasury Green Book guidelines for
economic evaluation (HM Treasury, 2011).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Used indoor/outdoor ratios to calculate longterm indoor concentrations from outdoor sources.
Human capital approach quantifies overallcost to society. HUman capital approach is straightforward and easy to calcualte, but it understimates the real costs associated with diseases by not including intangible costs in the evaluation, such as pain, suffering, and loss of wellebing.","Monte Carlo simualtion used because of uncertainty ascociated with parameters... To account for the lack
of information about the context of household decision making,
this study uses three different WTP values to estimate the potential
benefit of reducing indoor NO2 exposure in primary schools: children’s WTP adjusted for household budget, parents’ WTP estimates
and children’s WTP given their monthly income. An aggregate
household perspective (children plus parents WTP according to
their personal budgets) was not adopted because of potential
double counting","Among all the pollutants investigated in the SINPHONIE study, only exposure to outdoor concentrations of NO2 (and thus indoor, NO2 concentrations) was significantly related to asthma prevalence in the school environment (Chatzidiakou et al., 2015, 2013a,b). See also the Supplementary Material for further information on the other investigated pollutants. ",,,,,
"Guerriero et al., 2016",2016,United Kingdom,2,source control,155,,,,health,,10,school,NO2,CHECK SI TO SEE IF OTHERR POLL,nox,NO2,,,,,,,0,none,damage function analytical framework,removed children's willingness to pay,The economic benefits of reducing the levels of nitrogen dioxide (NO2) near primary schools: The case of London,Y,,model ,,"Using environmental and health data collected in primary schools in London, this study estimates that, on average, 82 asthma exacerbations per school can be averted each year by reducing outdoor NO2 concentrations. The study expands upon previous analyses in two ways: first it assesses the health benefits of reducing children’s exposure to indoor NO2 while at school, second it considers the children’s perspective in the economic evaluation. Using a willingness to pay approach, the study quantifies that the monetary benefits of reducing children’s indoor NO2 exposure while at school would range between £2.5 k per school if a child’s perspective based on child’s budget is adopted up to £60 k if a parent’s perspective is considered.",,"London, UK",,376 students of 432 participated in the baseline and follow-up study,Willingness to Pay,,,,school,source control,,PER pupil - must adjust for parents too!!!!,120 - children's preferences adjusted for fam budget ,,NO2 source control (traffic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£49,783 or £59,740 or £2485 (different willingness to pay appraoches)- 376 students  per person; mean number of pupils, but that's not clarified - 376",reduce NO2 near schools,,"£49,783 or £59,740 or £2485 (different willingness to pay appraoches)",,,,,,"£49,783 or £59,740 or £2485 (different willingness to pay appraoches)","Willingness to Pay. The monetary
value of future health benefits are discounted using a 3.5% discount
rate as recommended by the UK Treasury Green Book guidelines for
economic evaluation (HM Treasury, 2011).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Used indoor/outdoor ratios to calculate longterm indoor concentrations from outdoor sources.
Human capital approach quantifies overallcost to society. HUman capital approach is straightforward and easy to calcualte, but it understimates the real costs associated with diseases by not including intangible costs in the evaluation, such as pain, suffering, and loss of wellebing.","Monte Carlo simualtion used because of uncertainty ascociated with parameters... To account for the lack
of information about the context of household decision making,
this study uses three different WTP values to estimate the potential
benefit of reducing indoor NO2 exposure in primary schools: children’s WTP adjusted for household budget, parents’ WTP estimates
and children’s WTP given their monthly income. An aggregate
household perspective (children plus parents WTP according to
their personal budgets) was not adopted because of potential
double counting","Among all the pollutants investigated in the SINPHONIE study, only exposure to outdoor concentrations of NO2 (and thus indoor, NO2 concentrations) was significantly related to asthma prevalence in the school environment (Chatzidiakou et al., 2015, 2013a,b). See also the Supplementary Material for further information on the other investigated pollutants. ",,,,,
"Letourneau et al., 1992",1992,Canada,5,source control,54,,,,health,,1,residential,radon,,,,,,,,40,radon - halflife of houses in Canada,0,TBD,model ,,Cost Effectiveness of Radon Mitigation in Canada,Y,,model ,,prospective??,,Canada,,Canada,"cost effectiveness and cost-benefit analyses ($/WLM) , cost per cancer saved in $1000, based on 75% exposure and 5% discount rate into the future",,,,residential,source control,,CHECK TIMELINE,,$ WL/M at 800 Bq guideline with 5% discount rate,,soure control,75,,$ WL/M,health,,,74,,,,,,33,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,Mitigation of existing homes (action where radon level exceeds 800 Bq/m3),,33-75 75 $WL/M ,,,,,,54 $ WL/M at 800 Bq guideline with 5% discount rate,,Building code change,,,,,,75 $WL/M ,,Mitigation of existing homes via building code change,,,,,,74 $WL/M at exposure guideline 800,,Mitigation at the point of sale,,,,,,33 $WL/M at exposure guideline 800,,Mitigation at the point of sale with building code change,,,,,,74 $WL/M at exposure guideline 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Letourneau et al., 1992",1992,Canada,5,source control,75,,,,health,,1,residential,radon,,,,,,,,40,radon - halflife of houses in Canada,0,,model ,,Cost Effectiveness of Radon Mitigation in Canada,Y,,model ,,prospective??,,Canada,,Canada,"cost effectiveness and cost-benefit analyses ($/WLM) , cost per cancer saved in $1000, based on 75% exposure and 5% discount rate into the future",,,,residential,source control,,CHECK TIMELINE,,$ WL/M,,soure control,75,,$ WL/M,health,,,74,,,,,,33,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,Mitigation of existing homes (action where radon level exceeds 800 Bq/m3),,33-75 75 $WL/M ,,,,,,54 $ WL/M at 800 Bq guideline with 5% discount rate,,Building code change,,,,,,75 $WL/M ,,Mitigation of existing homes via building code change,,,,,,74 $WL/M at exposure guideline 800,,Mitigation at the point of sale,,,,,,33 $WL/M at exposure guideline 800,,Mitigation at the point of sale with building code change,,,,,,74 $WL/M at exposure guideline 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Letourneau et al., 1992",1992,Canada,5,source control,74,,,,health,,1,residential,radon,,,,,,,,40,radon - halflife of houses in Canada,0,,model ,,Cost Effectiveness of Radon Mitigation in Canada,Y,,model ,,prospective??,,Canada,,Canada,"cost effectiveness and cost-benefit analyses ($/WLM) , cost per cancer saved in $1000, based on 75% exposure and 5% discount rate into the future",,,,residential,source control,,CHECK TIMELINE,,$ WL/M,,soure control,75,,$ WL/M,health,,,74,,,,,,33,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,Mitigation of existing homes (action where radon level exceeds 800 Bq/m3),,33-75 75 $WL/M ,,,,,,54 $ WL/M at 800 Bq guideline with 5% discount rate,,Building code change,,,,,,75 $WL/M ,,Mitigation of existing homes via building code change,,,,,,74 $WL/M at exposure guideline 800,,Mitigation at the point of sale,,,,,,33 $WL/M at exposure guideline 800,,Mitigation at the point of sale with building code change,,,,,,74 $WL/M at exposure guideline 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Letourneau et al., 1992",1992,Canada,5,source control,33,,,,health,,1,residential,radon,,,,,,,,40,radon - halflife of houses in Canada,0,,model ,,Cost Effectiveness of Radon Mitigation in Canada,Y,,model ,,prospective??,,Canada,,Canada,"cost effectiveness and cost-benefit analyses ($/WLM) , cost per cancer saved in $1000, based on 75% exposure and 5% discount rate into the future",,,,residential,source control,,CHECK TIMELINE,,$ WL/M,,soure control,75,,$ WL/M,health,,,74,,,,,,33,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,Mitigation of existing homes (action where radon level exceeds 800 Bq/m3),,33-75 75 $WL/M ,,,,,,54 $ WL/M at 800 Bq guideline with 5% discount rate,,Building code change,,,,,,75 $WL/M ,,Mitigation of existing homes via building code change,,,,,,74 $WL/M at exposure guideline 800,,Mitigation at the point of sale,,,,,,33 $WL/M at exposure guideline 800,,Mitigation at the point of sale with building code change,,,,,,74 $WL/M at exposure guideline 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Letourneau et al., 1992",1992,Canada,5,source control,74,,,,health,,1,residential,radon,,,,,,,,40,radon - halflife of houses in Canada,0,,model ,,Cost Effectiveness of Radon Mitigation in Canada,Y,,model ,,retrospective,,Canada,,Canada,"cost effectiveness and cost-benefit analyses ($/WLM) , cost per cancer saved in $1000, based on 75% exposure and 5% discount rate into the future",,,,residential,source control,,CHECK TIMELINE,,$ WL/M,,soure control,75,,$ WL/M,health,,,74,,,,,,33,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,Mitigation of existing homes (action where radon level exceeds 800 Bq/m3),,33-75 75 $WL/M ,,,,,,54 $ WL/M at 800 Bq guideline with 5% discount rate,,Building code change,,,,,,75 $WL/M ,,Mitigation of existing homes via building code change,,,,,,74 $WL/M at exposure guideline 800,,Mitigation at the point of sale,,,,,,33 $WL/M at exposure guideline 800,,Mitigation at the point of sale with building code change,,,,,,74 $WL/M at exposure guideline 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
